0,1,2,3,4,5,6,7
-0.012295214,-0.1120877,-0.4167527,0.78075683,-0.8125375,-0.65379536,0.005510494,-1.065555
0.6045079,0.019043965,-1.0969807,-0.6792166,-0.12933797,-0.24082386,-0.6967082,-2.64E-05
0.88103825,-1.4128057,-0.09458574,-0.6915276,-0.44043484,-0.46913573,1.0043024,0.45677477
-1.4087548,-0.16209505,1.6439549,-1.0132377,-0.48606735,-0.022499233,-1.0529273,0.39828557
-0.66578,1.3870023,0.44843552,-0.9395903,-0.4718069,-0.63227576,0.30007434,-1.1256136
0.1591133,0.74146587,0.29073814,0.40754214,0.07385124,-0.8039528,0.027503196,-1.9627848
0.05341631,0.6847765,-0.2615072,0.26188225,-0.40225542,-0.45160285,-0.76780665,0.14832233
0.13611026,-0.38187203,0.29309827,-0.03954845,-0.7083087,0.07600528,0.18447945,-1.2944314
-0.04427205,-2.783783,-0.10224925,2.11E-05,-0.43311778,-0.5101232,-0.91791874,0.1181002
-0.8379904,-0.88357913,0.16686317,-0.40429327,-0.49325925,-0.15956885,-1.6024138,-1.0892115
-0.5303186,0.2582264,-0.11546425,-0.1596988,-0.58240706,-0.108930886,-0.63208467,1.177477
-0.31310898,-2.597654,0.2358759,0.03029085,-0.3792783,-0.19390234,0.23046866,0.80627817
0.65390974,-0.057856422,-1.4948646,-0.42080846,0.6873867,-0.2840085,0.44436434,1.6527946
0.64918923,0.18952253,1.1284229,-0.019947384,-0.007088717,0.25773352,0.58870137,0.29233143
0.07371153,-1.2827473,0.31937197,0.32145274,-0.4549153,-0.17397732,-1.1785685,-0.9202071
-0.5546625,0.3324916,-1.5570116,0.026105724,-0.27995273,-0.106111094,-0.94412065,1.4765577
-0.1807122,1.4719322,0.14590944,0.2231198,-0.17203361,-0.6695297,-0.15106952,0.017808633
-0.8695362,0.1467237,0.7430619,-0.65329343,-0.5231724,-0.285986,-0.38000572,-1.6379651
0.0765727,-0.44890055,-0.52548265,-0.29671645,-0.17541447,-0.18413076,1.0833201,-0.3986106
0.3888488,0.058247887,-0.79323995,1.1297607,1.0092516,-0.041926797,0.21561071,0.36349535
1.1359179,-0.84605265,0.26661748,1.3471289,-0.22503917,-1.2438613,1.5781964,0.49487716
0.7467078,0.7403176,-0.042551905,0.66783214,0.2501133,1.2834724,1.0238068,-0.1594338
0.20813395,0.62016535,-0.66517675,-0.91794395,-0.6853239,-0.17795129,-1.3848522,-0.6305911
1.0931461,0.7200064,-1.6321869,0.3699595,-0.1294798,-0.5095433,-0.17757556,0.025906263
0.567716,-0.2535305,-1.1457974,0.37232092,0.7906956,0.132925,0.6331629,-1.0786707
-0.16956246,-0.35498554,-0.8064483,-0.9995758,-0.22746274,0.034184545,0.296183,0.93353164
-0.7713489,0.2004471,-0.033887707,0.001442984,-0.19906868,-0.08572737,-0.7444479,1.1800367
0.14924297,0.09938716,1.2399471,-0.84122115,0.10998233,0.23864923,-0.52949566,-0.20385507
-0.3915994,1.0524287,0.08356412,0.11099596,-0.3713738,-0.33994928,-0.43961942,0.86572903
-0.6253885,-0.816484,1.3471745,-0.46556333,0.06297849,-0.028190602,-1.3061782,0.6086772
-1.073294,-0.06650451,-0.47561708,-0.31321633,0.20887601,0.26812065,-1.2462246,0.3037699
-0.19413018,-0.7542773,1.4696721,-0.28887874,-0.2646328,-0.016438521,-2.2774067,1.3115175
0.34097382,1.4068488,-2.0317695,0.43953,-0.12987685,-0.073674366,-0.1714156,0.45685768
-0.39515793,1.6485599,0.09340811,-0.025021471,-0.22186258,-0.022483809,0.25084823,-1.7279162
0.16032511,-0.41312292,0.5572972,0.39512286,-0.47150922,-0.32173246,-0.14065187,0.1040352
-0.06583972,1.0986154,0.11209068,-0.8720263,-0.29675385,-0.043879926,0.34795964,1.0668931
0.035079025,-0.61761224,0.057914358,-0.0813169,-0.4450972,-0.43129715,-1.3930479,-0.91121715
-0.29589972,-1.0599787,1.3705297,-0.22840688,-0.5508652,-0.32875726,-1.2188499,0.018978095
-0.28959402,0.034478594,-1.4142797,-1.0126504,0.1099689,0.043790348,-0.5759219,0.82233554
-0.17844968,1.0295277,0.5853007,-0.2454892,-0.31067878,0.23889841,0.12500395,0.92807674
-0.62228787,0.1283171,-0.7514752,0.5238211,0.44184086,0.09394501,0.52787685,1.1905018
0.10158679,0.7567226,0.39918038,-0.19932225,-0.22345303,-0.21249801,-0.20988812,0.5251602
0.7437906,0.5850286,-0.5986627,-0.6325521,0.5961026,-1.9073513,0.54499143,0.7106933
0.9539323,0.5181612,-1.5980304,-0.53585124,-1.6340679,-0.23790748,0.06511617,0.5640682
-0.113107294,0.32186183,0.011292668,0.7729388,0.44143873,-0.0843506,0.5696802,0.1071158
-0.39308655,0.94285357,0.30302253,0.25728828,-0.5349067,-0.22583142,0.23186046,-1.293931
0.3039209,1.062503,1.0605872,-0.15709822,-0.15725933,0.3238588,1.2195388,1.1637892
-0.29622224,-1.2133758,2.1502767,0.06144287,-0.20025486,-0.2355364,-0.3465109,-0.13858555
-0.057247173,-0.77280694,0.6488,0.49327093,-0.16283955,0.20786896,-1.4032876,0.43699694
0.001808398,0.29146796,0.31122714,0.73778117,-0.03786638,-0.3492434,-1.3179418,1.756138
0.31160414,0.75776076,-1.2152601,0.41554156,-0.62513036,0.58433294,-0.83624357,0.5029018
0.031140989,-0.14002852,-0.20845068,0.0855404,-0.3540288,0.492392,-0.79698086,1.0866681
0.1979545,0.6363622,0.9275233,0.50534624,-0.3197718,0.053929936,0.25884205,0.35187733
-0.47928402,1.3142164,-1.2619703,-0.083808936,0.34829175,0.31023848,-0.47313377,-0.058755077
0.7391075,0.44443554,-0.43100515,0.25517237,-0.07407513,0.1514402,0.7543977,0.18937507
0.7326964,-1.2289975,0.6638941,-0.15414499,-0.78461367,0.52410924,0.6872585,-1.0534669
-0.21388337,-0.4233279,-1.1931845,-0.4529033,-0.14136852,0.04550822,0.41099295,0.32412764
0.007544989,0.3977306,-0.287141,-0.9328235,-0.068130836,-0.36208498,0.33264804,1.5593446
-0.79090744,0.18024327,-1.2123861,-0.43496573,-0.5176667,-0.41107628,0.015913725,2.0191994
-0.48113453,1.2061508,0.20981012,-0.3539214,-0.4449396,-0.46332198,-1.2381012,-0.5564716
-0.9671119,1.2735635,0.58871704,-0.6238092,-0.00385711,-0.07437762,-1.1112484,-1.1538132
0.11272931,2.743258,0.4527235,0.038849592,-0.69254035,-0.15557949,-0.2109103,0.51626116
0.33857116,-0.060917556,-0.019194003,0.2935345,0.15074155,-0.6794699,1.1472963,-0.1352606
-0.18649104,-1.1584113,1.050067,-0.38820186,-0.25994855,-0.2230626,-0.018034473,0.7747891
-0.013284457,-0.83468765,0.8864721,0.38060403,-0.052989207,-0.009100206,-0.71871173,0.054536544
0.035828464,-0.34026757,-0.45216286,0.49733377,-0.59793943,-0.1717281,-0.3639983,0.94000363
-0.03200472,0.6797594,1.315489,0.010794515,-0.4345805,0.09106155,0.41384298,0.8507145
-0.6026336,-0.7168654,-1.6433845,-0.9054398,-0.5190654,-0.113545224,-0.80038667,-1.8023078
0.53353363,0.15589917,0.9242055,-0.23480171,0.7998943,0.27771363,0.6033614,-0.17264906
-0.226521,-1.120841,1.4330719,-0.30243018,-0.13705075,-0.41783574,-0.5483903,-0.6578389
1.276966,-0.5243041,0.3578075,0.36622185,0.64803785,0.5997646,0.03024959,-0.29783615
0.114327654,-0.65108895,0.5745833,-0.16268538,0.2423648,0.073050596,0.43145353,-0.33108854
0.16950235,0.002168544,-2.696952,-0.7141764,-0.29700652,0.11554648,-0.41160196,0.21472308
-0.8042744,-0.92877287,0.18998414,-0.74761355,-0.59487104,-0.35331517,0.05508943,0.21341453
0.27757293,0.22244242,-0.6960206,-0.5675829,-0.24583152,0.176653,0.95154744,1.5072454
1.087393,2.4505606,-0.6341935,0.47215158,0.37803507,0.91442287,1.4594095,1.0425527
0.23008788,-0.8543579,-1.5664396,-0.3704998,-0.40931314,-1.0825934,-0.22289169,-0.5373255
1.865088,-0.081309736,-0.112332016,0.9005569,-0.74256,-0.083528064,0.43264508,1.6503167
0.7317326,0.57134193,1.5681084,0.041096985,-0.4635111,0.002315186,1.1102115,1.0040857
0.3387912,-0.4624916,0.057311296,-1.0310355,0.22458053,-0.25054336,-0.22215806,-0.72799397
-0.84150296,2.100527,-0.030815948,0.1681062,-0.08425012,-0.7586486,-0.92540383,0.08440787
0.43861395,-0.51752096,0.9703621,-0.019977812,0.38582748,0.3164637,-0.42479804,0.6453853
-0.45917463,0.16498077,0.19568063,-0.51631093,-0.3272325,0.04225239,-0.04544288,-0.9718205
-0.039355733,0.8604843,-0.5680857,-1.0545713,-0.06896861,0.24820302,-0.5526676,1.3745158
-0.22408715,-1.8072263,-0.06931831,0.042757615,-0.12537107,-0.42476958,0.38325265,-1.1628113
0.24403071,0.026514748,0.3046742,-1.5174103,-0.1759821,-0.08237753,0.3753508,1.0548507
0.7662793,0.109421715,0.34813607,-0.43022785,0.15967856,-0.25764087,1.6902553,1.3220288
-0.44251963,-0.5937294,1.7804569,-1.6181493,-0.58084625,-0.08197511,-0.15099353,0.15357375
-0.10875328,0.10295651,-0.40087807,-0.5757176,-0.58973044,0.19544968,0.10983277,-2.1028101
-0.30071658,-0.34993333,-0.94946903,-0.22251381,0.30289626,-0.052263364,-0.093760215,-0.71346104
0.19208993,1.0477625,1.1547662,0.2262981,0.10685202,0.35233858,-0.2918724,0.83292294
0.055587962,0.47808948,0.086777486,-0.27008814,0.095700994,-0.15692723,0.46974954,-0.69811213
0.46666119,1.4292632,-0.5800092,-0.053606514,-0.056338485,-0.34989104,0.70136636,0.46576762
-0.23424892,-0.052412495,-0.4812942,0.28777933,-0.54665333,-0.45258683,-1.5442679,0.2867992
0.47732425,0.55838954,2.9361093,0.39064947,-0.55928564,-0.1904526,-0.14851896,2.51548
0.40348393,0.26377326,-0.8098898,0.89397085,-0.9365676,-0.14301446,2.2721286,-0.28330892
-0.34106863,-0.37001762,-0.8394271,0.086762264,-0.48582256,0.07196179,-2.1257868,-0.5533148
0.5954583,1.7195714,-1.0801544,0.7741518,0.65498215,-0.387924,0.88849086,-0.085259095
0.68249357,0.10377661,0.4907807,0.23476341,-0.03552649,-0.422151,0.27546707,1.6647369
1.2851768,-0.7087799,-2.7833707,0.45840463,-0.611249,0.0541738,0.16614679,0.54478043
-0.7143335,-2.9278533,0.12647445,0.14629674,-0.2401044,-0.1367632,-1.0757427,0.7183428
-0.4363636,2.6383967,0.063361645,-0.0669169,-0.56412303,-0.34328842,-1.2688255,1.0318391
-0.04343485,0.70112073,0.78145766,-0.08418524,-0.74470407,0.42579228,-0.63009995,0.5342788
-0.3973619,0.94740415,1.3352631,-0.5066168,0.23969112,-0.56934536,0.03510265,-0.9375565
0.307024,-2.1686518,0.1395112,-0.74387217,-0.6512785,-0.26361862,-0.4234131,0.33753914
-0.09307171,0.107599586,0.7179574,-0.78031313,0.2034134,-0.2890973,-0.2688045,0.5114554
-0.12170182,1.3169602,0.77063715,-0.3965614,-0.073560335,-0.1399876,0.7147019,1.2026262
-0.18118487,1.1747657,-0.037764467,-0.279397,-0.46766964,-0.5039753,1.1654658,0.13971187
-0.15858166,-1.7832416,-1.0168632,-0.24219792,0.08434104,-0.5834151,0.21668477,0.17251529
0.5216572,1.9413873,-1.1975541,-0.62770337,-0.30740657,0.5314415,0.78326005,0.03741771
-0.28213304,-1.1501796,-0.19463266,0.047477756,-0.5720609,0.055912293,0.28884637,-0.7828206
-0.47624588,-2.1371772,0.52067333,-0.10614906,0.5563124,-0.2674608,-0.7039766,-0.6851277
0.99004406,-0.3932698,-1.2773635,1.2314608,-0.025672257,-1.5343328,1.2381245,2.2244794
-0.26944974,-0.3680161,0.4874522,-0.7537116,-0.2757997,-0.31732696,-1.7286755,0.37229085
0.43139556,0.46939552,-0.41471952,1.2800963,-0.99122745,-0.28106952,0.8873948,-0.39125332
0.36381018,1.9517503,-1.2409441,-0.9261407,-0.27077213,-0.21384743,-0.8535166,1.0765142
-0.039825417,-1.0878838,-0.4688367,-0.1418242,0.20150883,0.39310068,0.2783469,-0.8869732
0.17264609,-0.80450976,-0.86616945,1.021138,0.43139678,0.37891603,-1.2262529,0.5038073
-1.1093041,-1.1146083,-1.2720996,0.7542042,-0.0796207,-0.21000057,-0.40548068,1.317965
-0.25035882,1.4661388,-0.44408664,-0.70257205,0.05058812,-0.761095,-0.69494164,-1.4796528
-0.61193687,1.6525186,0.06699602,-0.706556,-0.13011336,-0.25927395,-0.3860524,0.6074139
-0.1970534,0.44939488,-1.0093303,-0.6021213,-0.30739373,-0.10343591,-1.5552312,0.075989604
0.31422833,0.33450508,1.9390002,-0.05964764,-0.23168257,-0.28462052,-0.6265023,1.7443109
-0.11617429,0.08603327,-1.0653439,0.049966667,-0.39949128,0.52242416,-0.07348318,1.0977205
0.9743908,2.219836,-0.86794096,0.08428032,-0.18227565,1.3204201,0.30310273,1.7124109
0.2680251,-0.06589256,-0.5842008,-0.3958028,0.007234383,-0.21877167,-0.49377537,1.406583
-0.5771948,0.4040504,-1.2670537,-0.032756317,0.61737585,-0.116767704,-1.0639853,-0.30131724
0.11136553,-0.9428167,0.14688137,-0.41316015,-0.02585825,0.7007693,-1.2731812,0.9831403
-0.102886,-0.9069674,0.77556527,0.6767997,-0.040371582,-0.7143365,-0.70141524,-1.0185196
0.053540997,0.526094,1.1637042,-0.6215304,-0.21798027,-0.6685254,0.82374585,-1.4247701
-0.36263308,-0.2715593,-0.33102974,0.1962672,-0.16094607,0.013400026,-0.2867751,-0.014273319
0.8842274,-0.6178566,-1.1378555,0.20780429,-0.2401066,0.38399744,1.1957631,0.1452542
0.3703024,0.65835017,-0.18132812,-0.44739315,0.26280567,0.50601906,0.28416392,0.77335423
0.10065748,1.0907509,-1.740183,-1.1105031,0.04308787,0.6922659,0.5434108,0.014365271
-0.445834,0.34957665,1.9929258,-0.4758283,-0.7510381,-0.4257019,0.031884998,-0.80333227
-0.41190696,-1.2654605,0.0826145,-1.2261326,0.26129124,-0.31974977,-0.51799977,-1.0753284
-0.88527197,-0.18114744,0.6771232,-0.42655054,0.18660088,-0.07593239,-0.75845206,1.3303741
0.6948693,0.05551278,-1.6136758,0.18497287,-0.36704817,-0.56489366,0.9437627,-1.0245908
0.19832397,0.31777748,-0.6585037,-0.7815106,-0.018244095,-0.86013,-0.09011088,0.3166969
0.18231043,-0.34309232,0.073646516,0.14251864,0.7087987,-0.11521329,0.24375057,1.2094554
0.71489084,-0.25896332,0.14040753,-1.3469522,0.38183045,0.059690453,1.5861915,-0.64503574
-0.001290208,-0.70033675,0.54708,0.6076063,-0.20247218,-0.23705216,0.69811475,-2.0587113
0.14305913,-0.01766672,0.79349357,-0.51997215,0.44460773,0.10908164,-0.071427494,-0.5506035
0.6359736,-1.445851,0.5087209,1.0927472,-0.39054546,0.25916636,0.71986526,0.5478738
0.7554111,0.22578762,-0.039327197,0.51177514,0.22498085,0.056192093,3.5067737,-0.068337835
-0.70454746,0.9577216,-1.065135,-0.24536523,0.06354397,-0.20714125,0.020523533,0.27177516
1.3889227,-1.0802928,-0.16086048,0.5107962,-0.11014476,0.099337235,0.070823,1.1636642
0.8866225,0.39666563,0.49871045,-0.08628114,-0.075828806,0.09755935,0.9189363,0.092267126
-0.57138544,2.562293,0.96194077,-0.25723612,-0.50263274,-0.47487125,-0.14198864,-0.2905194
0.63428897,-1.2068652,-0.41823447,-1.2663735,-0.973729,-0.69439787,0.1416939,1.7497023
-0.16926385,0.20352638,0.21880293,-0.49283898,-0.1323781,0.029179864,-0.93372715,-1.5904104
0.010744995,1.7193425,-0.9566302,0.24466892,-0.1740595,-0.26188684,0.7522951,0.6737464
0.0451077,-0.7600502,-0.59700024,-1.3968873,-0.27077037,-0.6783494,-1.0426898,0.2280905
0.8456073,1.0924653,0.002392963,0.8060234,-0.49781668,1.0740392,1.403719,-0.4000793
-0.14916052,-1.1529062,-0.84443647,0.009842876,0.15629677,-0.14740534,-1.022597,0.12382789
-0.13735983,2.8837352,0.651319,1.6591676,-0.09406875,0.09506162,-0.42281446,1.02588
0.204872,-0.14099641,0.62838966,-0.41383114,0.37990358,-0.8454791,-0.54573977,-0.23416722
0.43695498,0.5456682,1.9324285,-0.35438094,0.19659369,0.3938675,-0.11671871,1.1338845
-0.7659985,-0.9690112,0.53712785,-0.13341632,-0.37188673,-0.41606602,-1.0640972,1.3462371
-0.613458,1.6729364,1.4266578,0.46111196,-0.08067472,0.055978112,-0.005053908,-0.96629125
-0.08134549,1.6870881,-0.10849003,-0.22216058,-0.7848084,0.07012872,0.21681637,0.06503534
0.3755771,0.8074411,-0.43452874,-0.4091948,-0.19643182,0.39999688,1.3779919,0.33254775
0.0328106,0.9783641,0.22751632,-0.64065576,-0.5337817,-0.36767066,-0.06572923,-1.752792
0.5990822,0.37481725,-1.0664694,0.31492624,-0.27252913,0.08805795,0.94642866,0.84909797
0.022161731,1.057741,0.004152801,-0.22101599,-0.72486997,-0.4328414,0.23540804,-0.0705664
-0.14701222,-0.3634793,1.22591,-0.5360412,-0.37601706,0.09306796,-0.1417288,-0.63345116
-0.6792586,-1.5486575,0.49511474,-0.08746372,-0.57207733,-0.1944592,-0.09699524,-1.3476825
0.57366526,0.39387932,0.41335347,0.13363045,0.14084443,-0.06655583,0.2607596,0.3775292
-0.6268029,0.7785464,0.009389158,0.015725061,0.43246967,0.10960245,-0.5694651,-0.07081824
-0.5186068,0.5973858,0.15391621,-0.8016059,-0.64364934,0.32791317,-0.21557324,0.43776533
-0.8364462,2.6480558,-0.19506189,-0.06497332,0.015055753,-0.19144598,-0.60582626,1.4877256
-0.40881473,1.2583969,-0.9658073,0.07250139,0.18431133,0.25067517,-0.72800034,-0.1065774
-0.89386046,1.1447971,3.4873798,-0.091731995,0.0525055,-0.101400904,-0.6798733,0.10165694
-0.37624758,1.5018417,0.4637474,-0.39604175,-0.13149759,-0.27726933,-0.96553266,-0.2428854
0.28673422,-0.13443565,-0.86360365,0.7081131,-0.13477641,-0.13573076,3.1324897,1.002551
-0.8566901,0.55057824,-1.5640714,-0.14935258,-0.13289477,-0.017095208,-0.65657115,-0.35908973
-0.631749,-0.9041723,-0.6673861,-0.78261125,-0.029809637,-0.3353153,0.15010329,0.7366964
-0.35045958,-0.31076425,0.116927765,-0.18251422,-0.5137108,-0.6499709,-0.996018,-0.603162
0.13541497,-0.37725952,0.44355503,-0.7216376,0.16985781,0.005851872,-0.6801461,-0.8358337
0.2649838,-0.29240614,-0.061927155,0.21177958,0.20505497,0.10094736,0.68935454,-0.6657035
-0.63607997,0.27427953,-1.0828792,-0.065717,-0.20594648,-0.28409916,-1.179793,-0.55786407
-0.32793483,-1.2271509,1.697249,-0.21766078,0.34035057,-0.04803356,-1.4833443,-0.9244211
-1.7575133,-0.22055906,-0.80887157,-0.7927293,0.1280865,-0.19768225,-0.6569579,-0.26527372
0.49083656,-1.4352914,-0.08642491,0.32061577,0.20353359,-0.085758686,0.18506432,0.74602
0.34907082,-0.72098976,-0.97576505,-0.47568414,0.16490042,-0.101540804,0.13343364,0.40708363
0.21796414,1.3193183,-0.5525146,0.2925651,0.70908993,0.8485236,-0.15680273,0.8006989
-1.1638818,0.20717812,-1.5939994,-0.753637,0.1943374,0.098076865,-0.35975626,-0.60894483
-0.86655384,-0.011842486,-1.0556927,-0.25768796,-0.16484393,0.242088,-0.47009805,-1.0960535
0.5954389,-2.4240272,0.48124865,0.6334727,0.5658939,-0.16491723,-0.08848505,0.6378751
-0.20510364,-0.85238516,-1.3997672,-0.9781627,-0.49669996,-0.27256563,-0.40799394,-1.0672672
-0.70678556,-0.225937,-0.5611752,-0.23013115,-0.33210036,-0.31942168,0.08854419,-2.1047597
-0.8041602,-0.03674595,0.42314664,-0.47188002,-0.009635167,-0.015306745,0.18879819,-0.4121439
-0.7314268,-0.28819853,-0.32504794,-0.8956719,-0.26850605,-0.100091286,-0.6543815,-0.96443844
-0.729507,-0.15506285,0.7106202,-0.05647562,-0.1337087,-0.16045141,0.20322718,-1.8309313
-1.011895,0.73389816,-0.73091555,0.5010311,0.002297867,0.23531948,-0.35071957,-0.5643881
0.4281958,0.8075315,0.576817,0.5385592,-0.57931936,-0.8908915,0.20770063,0.5046093
0.12819645,-1.2230036,0.50347626,0.48188964,-0.2920943,0.059263237,-0.67215115,-0.7590132
0.5727077,0.49764705,0.39903402,1.2245249,-0.36932644,0.048453126,1.5849872,1.1273159
